BRW,ORTST,WKT
55,Coerde,"POLYGON ((7.6182490990559 52.00792495667924,7.6182813063507595 52.007818243018995,7.618404535897287 52.00770749614628,7.618440877618745 52.00719796058424,7.618606321140191 52.00719225013209,7.618570588904353 52.007010795509316,7.618572056639729 52.00669463734439,7.618435642335375 52.00655719073844,7.618417184149592 52.005725995788374,7.6184990697316906 52.00572307281617,7.618481362471754 52.00527631174797,7.61844132970768 52.002621794802636,7.61701478900327 52.00345690467551,7.61590315603961 52.00412362829948,7.615494146243082 52.00443959050268,7.6153626795351546 52.00446141416995,7.615142768224764 52.00478384479501,7.615061500590022 52.00496345373818,7.615010611070676 52.005162536851515,7.615000330446438 52.00534027759158,7.6148273073215815 52.00534630832184,7.61491476486184 52.007475188598654,7.615457409752668 52.007463700560706,7.615545786674428 52.00786757298599,7.615795326970055 52.007863952802325,7.6158747634384305 52.008385621949145,7.614935544034503 52.00840734283369,7.6149760963549635 52.00917418637926,7.615376689311306 52.0090745138933,7.615814066919402 52.008962977258605,7.616423457360841 52.00882042195026,7.6167758666409275 52.00874367371386,7.616964271095632 52.00870972559138,7.617264246363853 52.00865805363737,7.618108206413458 52.00852460108984,7.618106905861808 52.008517393469035,7.618037564003631 52.008085664863735,7.6182490990559 52.00792495667924))"
60,Coerde,"POLYGON ((7.671859010815411 52.013686286742356,7.672089586444753 52.01322416405538,7.676700680826376 52.01417944502677,7.67663943640092 52.014094783412794,7.676450485207336 52.01386848575917,7.677723117227355 52.01335804988877,7.678300636116012 52.013044887543344,7.678782248461595 52.01264876633082,7.678940597045665 52.012591056288535,7.679695651391624 52.012525161290974,7.679724269094206 52.012522663219976,7.67963230949424 52.01202403563475,7.679515194117819 52.01157462242718,7.679464254296407 52.01140745112154,7.679372496981217 52.01118915225692,7.679360375651497 52.011152172710005,7.67933892922305 52.011109291776506,7.679211935002333 52.01080715639261,7.679050559495721 52.010532730184636,7.679025100940824 52.01048183051333,7.6790044081367235 52.01045424804214,7.678963686568958 52.01038499902601,7.67870394026534 52.010037395677976,7.678637744368833 52.009965516688666,7.678624946734411 52.00994845917314,7.678592398233666 52.00991627753604,7.678415265883082 52.0097239370444,7.678184174364522 52.009512661538245,7.67812230519067 52.0094514911488,7.678096387278477 52.00943240170613,7.678052650644675 52.00939241469253,7.677624389722905 52.009077388260216,7.6775354350738825 52.0090192484209,7.677462150720795 52.00896527220374,7.677354913370725 52.00890126048362,7.677195118634708 52.00879681878804,7.676563829679537 52.00842206127977,7.675954562332922 52.00806600746997,7.6756869081368775 52.007906608825046,7.675201703460028 52.00758171590085,7.675089297154209 52.00750093857805,7.6749000956908775 52.00734767789974,7.674595865067853 52.00707982841766,7.6744941942519915 52.00695463627261,7.67446332053905 52.006963132895045,7.674099613544183 52.00708735193065,7.671711857988568 52.00776457199743,7.6700319810603625 52.007489482990366,7.666151255374189 52.00682332724674,7.6655761497668164 52.00756013076108,7.664432652404202 52.007158236761946,7.6637597673123405 52.00788528098284,7.6632547623691085 52.00814749407661,7.661119580641734 52.00859431471342,7.6611831893684235 52.00904448154275,7.662276204358978 52.0097310576587,7.661628497404584 52.01031576183443,7.662210552496923 52.011934319469354,7.66274659784493 52.01345295532921,7.662800542439225 52.013850158908596,7.6629672815820635 52.014310817412685,7.662900746517227 52.01436351140814,7.663455266796055 52.01586190889491,7.663702254152011 52.01653727081997,7.663838039411533 52.016583350646535,7.665043771723041 52.016819716125596,7.665717357746839 52.01747318009115,7.6648368061680285 52.01795315339401,7.664329584746618 52.01825918957618,7.664650684697666 52.019113550123166,7.66486831178948 52.01932035461211,7.665280622786239 52.02053096045433,7.665656426055708 52.02160497449984,7.666115429539092 52.02153829916271,7.666252089904423 52.02116114640488,7.666373883110806 52.0209828496594,7.667161624497224 52.0202564741479,7.667494936875635 52.019895362063515,7.6681918974537115 52.01890534743163,7.669263018444779 52.01738328672483,7.670195927070415 52.01613884535805,7.670827048387618 52.015250343095374,7.671310248184808 52.01451659895943,7.671859010815411 52.013686286742356))"
65,Kinderhaus,"POLYGON ((7.608540094264722 51.98935852537481,7.611301903296001 51.98917558306245,7.61130837441927 51.9886288282321,7.611433682259868 51.98710239613237,7.610369762341126 51.98713810524788,7.609509349240574 51.98716333906232,7.60782156580045 51.98715627965398,7.607950003640619 51.987382962441316,7.608157852714777 51.98807378135839,7.608482970406018 51.98918415041911,7.608540094264722 51.98935852537481))"
65,Wienburg,"POLYGON ((7.616915699088476 51.981279361188996,7.616684884659587 51.98164047598529,7.616631917805434 51.98172334362028,7.61638023157144 51.9823687406292,7.616178672074949 51.98288558225927,7.615845210848366 51.98374596328751,7.617321186554802 51.984062757749655,7.6181583684302225 51.98419008878912,7.619351397409771 51.984325372814645,7.621151435878451 51.98448670176761,7.621259746252369 51.98415817299436,7.62168934278111 51.98316243404017,7.621731282514525 51.98293105646518,7.62078390547794 51.98258365828182,7.619219553850003 51.98205786421559,7.617944051055062 51.98162852529627,7.616915699088476 51.981279361188996))"
65,Coerde,"POLYGON ((7.6373981752613895 51.99192949420035,7.637171325658292 51.99317611660854,7.637180591417397 51.99329557808574,7.637042028702031 51.99333110800054,7.6370028425938425 51.9934897937928,7.636792922138189 51.9947445660185,7.636803263682439 51.99490670139881,7.637521315092517 51.99481134222015,7.637617366683876 51.99479080256705,7.638027291917812 51.994703141936185,7.638395664468865 51.99459865458994,7.638762231485599 51.99441192353772,7.639061116376863 51.9941899292408,7.639158679692559 51.994104574727295,7.639237656203447 51.99403548244374,7.6388226113065425 51.993553268332896,7.6387129513855525 51.99348569423087,7.638524858008988 51.9934543449503,7.638352980745884 51.99345501035555,7.638472057659813 51.99264477551224,7.638583643909044 51.99264871712762,7.638676942204615 51.99212198170057,7.638724068121201 51.99198460456032,7.6373981752613895 51.99192949420035))"
75,Wienburg,"POLYGON ((7.636994678940883 51.98644253080554,7.6373721678055135 51.98629567785004,7.637560259783593 51.98618152989629,7.6375105573557125 51.98608091620756,7.637508764630189 51.986015754980656,7.63744427600954 51.98590566478583,7.637450017077198 51.98584058982566,7.637572562616529 51.98565123664949,7.637656736252865 51.985484704284865,7.637719367048964 51.98528302627841,7.6378836643666626 51.98447655379219,7.6379678361128205 51.98404447601747,7.638011315887287 51.983860640431296,7.638024944446455 51.98377208338828,7.638516270379012 51.983816936781686,7.638790389928985 51.98223553671296,7.636649950407549 51.982006788111256,7.6364161378546624 51.983258745951474,7.6361420420847255 51.98476217389259,7.6360696268443125 51.9851383077883,7.635975092439763 51.985397775747735,7.635757599788485 51.98561161926582,7.636994678940883 51.98644253080554))"
80,Gelmer,"POLYGON ((7.659886610381068 51.99545092189889,7.659976654480819 51.99558678206615,7.660000994180672 51.995672109247835,7.65999361603337 51.995806860899705,7.660361152361984 51.99576540186965,7.660366780485394 51.99591482284528,7.660636151470281 51.99589714033553,7.660835043848565 51.99621470806541,7.660866933589435 51.99638517202748,7.660842740313573 51.99731007851832,7.660835103319562 51.99767923435494,7.6606833529572365 51.99792228854294,7.660844175522931 51.998195762000066,7.6610039516871575 51.99841649595557,7.661236262386962 51.99873104753637,7.661298090576384 51.99876274690141,7.661376360644111 51.99876944777346,7.661452067360308 51.99875674716175,7.662243106180145 51.998542934073086,7.662378081624444 51.99854252853737,7.662521316946082 51.99858096393953,7.6626134867334335 51.99864788000286,7.662670047895667 51.99875120037814,7.662679780059219 51.999235783718625,7.664617630185582 51.998697728426,7.6687250285538004 51.998441760289346,7.668981224009596 51.99881685104136,7.669728654964446 51.998767733504195,7.669270253559926 51.99808339390424,7.668109188092033 51.996323717834684,7.666942113200689 51.994544392179215,7.666501687957009 51.99382486895656,7.666024688909633 51.99309352928338,7.6646382325940055 51.99375436043846,7.663138348462736 51.9945013064875,7.662626745135428 51.99472734710012,7.6620856037362906 51.99491124280619,7.661335420550138 51.99509814158456,7.659886610381068 51.99545092189889))"
70,Gelmer,"POLYGON ((7.663634992730953 51.98904862271534,7.66277725289702 51.989221109319814,7.661083808480651 51.989558680542586,7.661057700371942 51.9896455092828,7.660544339778047 51.98962100683208,7.660517426149558 51.98973479289976,7.660488657332153 51.98991079028271,7.6603391438116395 51.991093579894525,7.660246343882455 51.991839313137454,7.660221344254032 51.99222694543451,7.66014477585918 51.99332966176947,7.660096770868893 51.99415058277499,7.660079664452641 51.99449889021043,7.660056537710839 51.99493632719053,7.660024572720275 51.994994047177144,7.659906582562035 51.995119244663556,7.659886610381068 51.99545092189889,7.661335420550138 51.99509814158456,7.6620856037362906 51.99491124280619,7.662626745135428 51.99472734710012,7.663138348462736 51.9945013064875,7.6646382325940055 51.99375436043846,7.666024688909633 51.99309352928338,7.665330036046223 51.99197381239207,7.664815142225392 51.99119211771975,7.664203641634176 51.99004068253027,7.663634992730953 51.98904862271534))"
90,Nienberge,"POLYGON ((7.573977476561215 51.992349740632044,7.573518928398541 51.991967772817816,7.57308470862049 51.99183044043555,7.572483701445491 51.99172410572366,7.571777343428098 51.99156696253972,7.5713019368868 51.991379594445306,7.570771501957195 51.99107268971998,7.570424532686876 51.9907151767186,7.570211541946592 51.990349383275216,7.570143533966234 51.989965536743455,7.570110907893331 51.988637768185974,7.5680714142071785 51.98869555970494,7.566501741494977 51.98877884090833,7.564481614258504 51.98889954170942,7.563987767190824 51.988956261777005,7.563556593129534 51.989059971268546,7.563198891470145 51.98920749910224,7.56293175334708 51.98936603445416,7.562722684220685 51.9895483909921,7.5622783982064465 51.99006136814879,7.56207065255418 51.99036921194906,7.562032656544504 51.99055365419447,7.562075172425815 51.990729172511934,7.562187718971968 51.990889036271724,7.562373850082561 51.991089419954484,7.563098371224345 51.9918477840844,7.564125103809667 51.99285746949838,7.565129475255162 51.99373149848717,7.565993736877128 51.994471737055555,7.567187594611849 51.995612207918825,7.569963840605574 51.99426574104352,7.572082047596596 51.993254629440294,7.573977476561215 51.992349740632044))"
60,Mauritz,"POLYGON ((7.651256283034907 51.973074262519454,7.652867875787487 51.974278264024456,7.653823164711477 51.974964294253645,7.655171788809699 51.975872158645075,7.656536241772192 51.97672529865762,7.656738817076936 51.976611249557926,7.656709074808917 51.976357331290664,7.656860794951402 51.976276729597494,7.65819723056024 51.97616680940901,7.658113583386045 51.975932038059895,7.658032809173283 51.97577962816202,7.657813240788793 51.97563222528403,7.657766465307881 51.97548529735146,7.658182206509482 51.97544316243643,7.658014882627593 51.97490271246455,7.655683989475822 51.97497386596741,7.654712962880007 51.974631957469846,7.654033197988271 51.97436073648071,7.653424022413067 51.97404750621044,7.652686917443509 51.973554975022644,7.652171634519019 51.973134133705855,7.651837200357947 51.97290636665023,7.651754380360375 51.972823088605395,7.651256283034907 51.973074262519454))"
55,Mauritz,"POLYGON ((7.662967916687005 51.97053360576915,7.661948814900935 51.97044262724384,7.66187736833629 51.97088896630485,7.661636205987938 51.97250080224591,7.661517846997297 51.973278967446944,7.662289572034559 51.9733162100315,7.662314365681142 51.973222210402604,7.66242194193547 51.97322671259806,7.6625633478678825 51.972601510688115,7.662219743685636 51.97241795274513,7.662042012936751 51.97230814037862,7.661929379267853 51.9721830975437,7.661925765210164 51.97208723849262,7.661956122914708 51.97193587196218,7.662052153442727 51.971879550972545,7.662735542111 51.97161592642971,7.662967916687005 51.97053360576915))"
90,Handorf,"POLYGON ((7.70847279078993 51.97713435117837,7.7063765107376065 51.97684425943549,7.7051530498438 51.97659401107783,7.704425342054583 51.977863714494575,7.703986508513392 51.97885571424293,7.703408786517522 51.98033358136131,7.704635353768183 51.98047923971659,7.705520255929308 51.98056606305309,7.7060279797712425 51.98058815885864,7.706434836244018 51.980551319009514,7.706834835951091 51.98044280912764,7.707100860161561 51.98034108754375,7.707372289799768 51.98020638169073,7.707717576179072 51.97998436866432,7.708011767108536 51.979833388275935,7.708327294352253 51.97971568510099,7.708667747690535 51.979661588129886,7.709038772707119 51.979629854604,7.709426128280013 51.97965061795125,7.709879364766677 51.97969038161028,7.709580990201854 51.980944826042794,7.714765425508103 51.98153393466644,7.715349337248398 51.98053866208101,7.715193388671089 51.97912984694033,7.71517838744446 51.978094309837,7.7117462617419035 51.977580466693595,7.70847279078993 51.97713435117837))"
55,Roxel,"POLYGON ((7.548971286867145 51.951844387549,7.5494439128831585 51.9511883340194,7.549843104572642 51.95129991281135,7.549889375133996 51.95123757668614,7.550389451201227 51.95137774548736,7.5504544339679445 51.951293956020905,7.551212262519806 51.95153670994872,7.551400638646652 51.95131804035165,7.553183579784324 51.952264355358636,7.55334810786929 51.95216055194247,7.553750289424218 51.952028541500745,7.5541625405219435 51.951896652464484,7.55434450218874 51.95180340495081,7.555935025371674 51.950863376630025,7.557282981040565 51.950035686770455,7.556686288988141 51.94991251523484,7.556167898111899 51.94979129191671,7.555782677767928 51.94965802461411,7.5539573189239615 51.9490257254042,7.553027813637749 51.948751750182595,7.552277162238553 51.948559283236825,7.54878027671709 51.94788447768133,7.5484881483292865 51.94898308749052,7.5481327714507005 51.95039544340477,7.547847604729233 51.951551572733095,7.548971286867145 51.951844387549))"
